parent_sku,sku,regular_price,meta:_regular_price,meta:_price,sale_price,manage_stock,stock_status,meta:attribute_pa_style,meta:attribute_pa_sex,meta:attribute_pa_color,meta:attribute_pa_size
ART-0067-TS,ART-0067-TS-57,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,L
ART-0067-TS,ART-0067-TS-58,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,XL
ART-0067-TS,ART-0067-TS-59,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,2XL
ART-0067-TS,ART-0067-TS-60,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,3XL
ART-0067-TS,ART-0067-TS-61,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,M
ART-0067-TS,ART-0067-TS-62,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,L
ART-0067-TS,ART-0067-TS-63,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,XL
ART-0067-TS,ART-0067-TS-64,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,2XL
ART-0067-TS,ART-0067-TS-65,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,3XL
ART-0067-TS,ART-0067-TS-66,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,M
ART-0067-TS,ART-0067-TS-67,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,L
ART-0067-TS,ART-0067-TS-68,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,XL
ART-0067-TS,ART-0067-TS-69,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,2XL
ART-0067-TS,ART-0067-TS-70,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,3XL
ART-0067-TS,ART-0067-TS-71,320000,320000,320000,320000,no,instock,هودی,آقایان,ملانژ,M
ART-0067-TS,ART-0067-TS-72,320000,320000,320000,320000,no,instock,هودی,آقایان,ملانژ,L
ART-0067-TS,ART-0067-TS-73,320000,320000,320000,320000,no,instock,هودی,آقایان,ملانژ,XL
ART-0067-TS,ART-0067-TS-74,320000,320000,320000,320000,no,instock,هودی,آقایان,مشکی,M
ART-0067-TS,ART-0067-TS-75,320000,320000,320000,320000,no,instock,هودی,آقایان,مشکی,L
ART-0067-TS,ART-0067-TS-76,320000,320000,320000,320000,no,instock,هودی,آقایان,مشکی,XL
ART-0067-TS,ART-0067-TS-77,320000,320000,320000,320000,no,instock,هودی,آقایان,زرشکی,M
ART-0067-TS,ART-0067-TS-78,320000,320000,320000,320000,no,instock,هودی,آقایان,زرشکی,L
ART-0067-TS,ART-0067-TS-79,320000,320000,320000,320000,no,instock,هودی,آقایان,زرشکی,XL
ART-0067-TS,ART-0067-TS-80,320000,320000,320000,320000,no,instock,هودی,آقایان,نارنجی,M
ART-0067-TS,ART-0067-TS-81,320000,320000,320000,320000,no,instock,هودی,آقایان,نارنجی,L
ART-0067-TS,ART-0067-TS-82,320000,320000,320000,320000,no,instock,هودی,آقایان,نارنجی,XL
ART-0067-TS,ART-0067-TS-83,320000,320000,320000,320000,no,instock,هودی,آقایان,سرمه‌ای,M
ART-0067-TS,ART-0067-TS-84,320000,320000,320000,320000,no,instock,هودی,آقایان,سرمه‌ای,L
ART-0067-TS,ART-0067-TS-85,320000,320000,320000,320000,no,instock,هودی,آقایان,سرمه‌ای,XL
ART-0067-TS,ART-0067-TS-86,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,ملانژ,M
ART-0067-TS,ART-0067-TS-87,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,ملانژ,L
ART-0067-TS,ART-0067-TS-88,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,ملانژ,XL
ART-0067-TS,ART-0067-TS-89,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,مشکی,M
ART-0067-TS,ART-0067-TS-90,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,مشکی,L
ART-0067-TS,ART-0067-TS-91,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,مشکی,XL
ART-0067-TS,ART-0067-TS-92,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,زرشکی,M
ART-0067-TS,ART-0067-TS-93,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,زرشکی,L
ART-0067-TS,ART-0067-TS-94,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,زرشکی,XL
ART-0067-TS,ART-0067-TS-95,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,نارنجی,M
ART-0067-TS,ART-0067-TS-96,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,نارنجی,L
ART-0067-TS,ART-0067-TS-97,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,نارنجی,XL
ART-0067-TS,ART-0067-TS-98,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,سرمه‌ای,M
ART-0067-TS,ART-0067-TS-99,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,سرمه‌ای,L
ART-0067-TS,ART-0067-TS-100,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,سرمه‌ای,XL
ART-0074-TS,ART-0074-TS-1,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,M
ART-0074-TS,ART-0074-TS-2,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,L
ART-0074-TS,ART-0074-TS-3,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,XL
ART-0074-TS,ART-0074-TS-4,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,2XL
ART-0074-TS,ART-0074-TS-5,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,3XL
ART-0074-TS,ART-0074-TS-6,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,M
ART-0074-TS,ART-0074-TS-7,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,L
ART-0074-TS,ART-0074-TS-8,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,XL
ART-0074-TS,ART-0074-TS-9,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,2XL
ART-0074-TS,ART-0074-TS-10,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,3XL
ART-0074-TS,ART-0074-TS-11,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,M
ART-0074-TS,ART-0074-TS-12,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,L
ART-0074-TS,ART-0074-TS-13,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,XL
ART-0074-TS,ART-0074-TS-14,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,2XL
ART-0074-TS,ART-0074-TS-15,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,3XL
ART-0074-TS,ART-0074-TS-16,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,M
ART-0074-TS,ART-0074-TS-17,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,L
ART-0074-TS,ART-0074-TS-18,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,XL
ART-0074-TS,ART-0074-TS-19,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,2XL
ART-0074-TS,ART-0074-TS-20,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,3XL
ART-0074-TS,ART-0074-TS-21,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,M
ART-0074-TS,ART-0074-TS-22,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,L
ART-0074-TS,ART-0074-TS-23,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,XL
ART-0074-TS,ART-0074-TS-24,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,2XL
ART-0074-TS,ART-0074-TS-25,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,3XL
ART-0074-TS,ART-0074-TS-26,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,M
ART-0074-TS,ART-0074-TS-27,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,L
ART-0074-TS,ART-0074-TS-28,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,XL
ART-0074-TS,ART-0074-TS-29,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,2XL
ART-0074-TS,ART-0074-TS-30,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,3XL
ART-0074-TS,ART-0074-TS-31,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,M
ART-0074-TS,ART-0074-TS-32,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,L
ART-0074-TS,ART-0074-TS-33,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,XL
ART-0074-TS,ART-0074-TS-34,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,2XL
ART-0074-TS,ART-0074-TS-35,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,3XL
ART-0074-TS,ART-0074-TS-36,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,M
ART-0074-TS,ART-0074-TS-37,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,L
ART-0074-TS,ART-0074-TS-38,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,XL
ART-0074-TS,ART-0074-TS-39,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,2XL
ART-0074-TS,ART-0074-TS-40,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,3XL
ART-0074-TS,ART-0074-TS-41,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,M
ART-0074-TS,ART-0074-TS-42,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,L
ART-0074-TS,ART-0074-TS-43,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,XL
ART-0074-TS,ART-0074-TS-44,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,2XL
ART-0074-TS,ART-0074-TS-45,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,3XL
ART-0074-TS,ART-0074-TS-46,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,خاکستری,M
ART-0074-TS,ART-0074-TS-47,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,خاکستری,L
ART-0074-TS,ART-0074-TS-48,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,خاکستری,XL
ART-0074-TS,ART-0074-TS-49,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,خاکستری,2XL
ART-0074-TS,ART-0074-TS-50,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,خاکستری,3XL
ART-0074-TS,ART-0074-TS-51,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,آبی,M
ART-0074-TS,ART-0074-TS-52,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,آبی,L
ART-0074-TS,ART-0074-TS-53,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,آبی,XL
ART-0074-TS,ART-0074-TS-54,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,آبی,2XL
ART-0074-TS,ART-0074-TS-55,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,آبی,3XL
ART-0074-TS,ART-0074-TS-56,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,M
ART-0074-TS,ART-0074-TS-57,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,L
ART-0074-TS,ART-0074-TS-58,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,XL
ART-0074-TS,ART-0074-TS-59,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,2XL
ART-0074-TS,ART-0074-TS-60,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرشکی,3XL
ART-0074-TS,ART-0074-TS-61,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,M
ART-0074-TS,ART-0074-TS-62,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,L
ART-0074-TS,ART-0074-TS-63,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,XL
ART-0074-TS,ART-0074-TS-64,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,2XL
ART-0074-TS,ART-0074-TS-65,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,زرد,3XL
ART-0074-TS,ART-0074-TS-66,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,M
ART-0074-TS,ART-0074-TS-67,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,L
ART-0074-TS,ART-0074-TS-68,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,XL
ART-0074-TS,ART-0074-TS-69,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,2XL
ART-0074-TS,ART-0074-TS-70,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سبز-خاکی,3XL
ART-0074-TS,ART-0074-TS-71,320000,320000,320000,320000,no,instock,هودی,آقایان,ملانژ,M
ART-0074-TS,ART-0074-TS-72,320000,320000,320000,320000,no,instock,هودی,آقایان,ملانژ,L
ART-0074-TS,ART-0074-TS-73,320000,320000,320000,320000,no,instock,هودی,آقایان,ملانژ,XL
ART-0074-TS,ART-0074-TS-74,320000,320000,320000,320000,no,instock,هودی,آقایان,مشکی,M
ART-0074-TS,ART-0074-TS-75,320000,320000,320000,320000,no,instock,هودی,آقایان,مشکی,L
ART-0074-TS,ART-0074-TS-76,320000,320000,320000,320000,no,instock,هودی,آقایان,مشکی,XL
ART-0074-TS,ART-0074-TS-77,320000,320000,320000,320000,no,instock,هودی,آقایان,زرشکی,M
ART-0074-TS,ART-0074-TS-78,320000,320000,320000,320000,no,instock,هودی,آقایان,زرشکی,L
ART-0074-TS,ART-0074-TS-79,320000,320000,320000,320000,no,instock,هودی,آقایان,زرشکی,XL
ART-0074-TS,ART-0074-TS-80,320000,320000,320000,320000,no,instock,هودی,آقایان,نارنجی,M
ART-0074-TS,ART-0074-TS-81,320000,320000,320000,320000,no,instock,هودی,آقایان,نارنجی,L
ART-0074-TS,ART-0074-TS-82,320000,320000,320000,320000,no,instock,هودی,آقایان,نارنجی,XL
ART-0074-TS,ART-0074-TS-83,320000,320000,320000,320000,no,instock,هودی,آقایان,سرمه‌ای,M
ART-0074-TS,ART-0074-TS-84,320000,320000,320000,320000,no,instock,هودی,آقایان,سرمه‌ای,L
ART-0074-TS,ART-0074-TS-85,320000,320000,320000,320000,no,instock,هودی,آقایان,سرمه‌ای,XL
ART-0074-TS,ART-0074-TS-86,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,ملانژ,M
ART-0074-TS,ART-0074-TS-87,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,ملانژ,L
ART-0074-TS,ART-0074-TS-88,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,ملانژ,XL
ART-0074-TS,ART-0074-TS-89,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,مشکی,M
ART-0074-TS,ART-0074-TS-90,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,مشکی,L
ART-0074-TS,ART-0074-TS-91,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,مشکی,XL
ART-0074-TS,ART-0074-TS-92,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,زرشکی,M
ART-0074-TS,ART-0074-TS-93,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,زرشکی,L
ART-0074-TS,ART-0074-TS-94,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,زرشکی,XL
ART-0074-TS,ART-0074-TS-95,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,نارنجی,M
ART-0074-TS,ART-0074-TS-96,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,نارنجی,L
ART-0074-TS,ART-0074-TS-97,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,نارنجی,XL
ART-0074-TS,ART-0074-TS-98,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,سرمه‌ای,M
ART-0074-TS,ART-0074-TS-99,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,سرمه‌ای,L
ART-0074-TS,ART-0074-TS-100,320000,320000,320000,320000,no,instock,هودی,خانم‌ها,سرمه‌ای,XL
ART-0087-TS,ART-0087-TS-1,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,M
ART-0087-TS,ART-0087-TS-2,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,L
ART-0087-TS,ART-0087-TS-3,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,XL
ART-0087-TS,ART-0087-TS-4,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,2XL
ART-0087-TS,ART-0087-TS-5,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سفید,3XL
ART-0087-TS,ART-0087-TS-6,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,M
ART-0087-TS,ART-0087-TS-7,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,L
ART-0087-TS,ART-0087-TS-8,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,XL
ART-0087-TS,ART-0087-TS-9,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,2XL
ART-0087-TS,ART-0087-TS-10,120000,120000,120000,120000,no,instock,تیشرت,آقایان,مشکی,3XL
ART-0087-TS,ART-0087-TS-11,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,M
ART-0087-TS,ART-0087-TS-12,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,L
ART-0087-TS,ART-0087-TS-13,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,XL
ART-0087-TS,ART-0087-TS-14,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,2XL
ART-0087-TS,ART-0087-TS-15,120000,120000,120000,120000,no,instock,تیشرت,آقایان,خاکستری,3XL
ART-0087-TS,ART-0087-TS-16,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,M
ART-0087-TS,ART-0087-TS-17,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,L
ART-0087-TS,ART-0087-TS-18,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,XL
ART-0087-TS,ART-0087-TS-19,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,2XL
ART-0087-TS,ART-0087-TS-20,120000,120000,120000,120000,no,instock,تیشرت,آقایان,آبی,3XL
ART-0087-TS,ART-0087-TS-21,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,M
ART-0087-TS,ART-0087-TS-22,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,L
ART-0087-TS,ART-0087-TS-23,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,XL
ART-0087-TS,ART-0087-TS-24,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,2XL
ART-0087-TS,ART-0087-TS-25,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرشکی,3XL
ART-0087-TS,ART-0087-TS-26,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,M
ART-0087-TS,ART-0087-TS-27,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,L
ART-0087-TS,ART-0087-TS-28,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,XL
ART-0087-TS,ART-0087-TS-29,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,2XL
ART-0087-TS,ART-0087-TS-30,120000,120000,120000,120000,no,instock,تیشرت,آقایان,زرد,3XL
ART-0087-TS,ART-0087-TS-31,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,M
ART-0087-TS,ART-0087-TS-32,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,L
ART-0087-TS,ART-0087-TS-33,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,XL
ART-0087-TS,ART-0087-TS-34,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,2XL
ART-0087-TS,ART-0087-TS-35,120000,120000,120000,120000,no,instock,تیشرت,آقایان,سبز-خاکی,3XL
ART-0087-TS,ART-0087-TS-36,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,M
ART-0087-TS,ART-0087-TS-37,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,L
ART-0087-TS,ART-0087-TS-38,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,XL
ART-0087-TS,ART-0087-TS-39,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,2XL
ART-0087-TS,ART-0087-TS-40,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,سفید,3XL
ART-0087-TS,ART-0087-TS-41,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,M
ART-0087-TS,ART-0087-TS-42,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,L
ART-0087-TS,ART-0087-TS-43,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,XL
ART-0087-TS,ART-0087-TS-44,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,2XL
ART-0087-TS,ART-0087-TS-45,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,مشکی,3XL
ART-0087-TS,ART-0087-TS-46,120000,120000,120000,120000,no,instock,تیشرت,خانم‌ها,خاکستری,M
